marca,clase,provincia,servicio,cantidad
INTERNATIONAL,Tanquero,ORELLANA,PARTICULAR,6
MERCEDES BENZ,Volqueta,ZAMORA CHINCHIPE,ALQUILER,6
ISUZU,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,6
MERCEDES BENZ,Volqueta,BOLÍVAR,PARTICULAR,6
NISSAN,Tanquero,MANABÍ,PARTICULAR,6
KIA,Camión,PICHINCHA,ALQUILER,6
MITSUBISHI,Camión,COTOPAXI,ALQUILER,6
INTERNATIONAL,Camión,CARCHI,ALQUILER,6
CHEVROLET,Camión,CHIMBORAZO,ESTADO,6
CHEVROLET,Camión,SUCUMBÍOS,ALQUILER,6
ISUZU,Volqueta,MANABÍ,PARTICULAR,6
INTERNATIONAL,Volqueta,IMBABURA,ESTADO,6
SCANIA,Tanquero,LOS RÍOS,PARTICULAR,6
HYUNDAI,Camión,BOLÍVAR,ALQUILER,6
HINO,Camión,LOJA,ESTADO,6
RENAULT,Trailer,GUAYAS,PARTICULAR,6
MERCEDES BENZ,Volqueta,COTOPAXI,ALQUILER,6
HYUNDAI,Camión,NAPO,PARTICULAR,6
CHEVROLET,Volqueta,CARCHI,ALQUILER,6
INTERNATIONAL,Camión,CARCHI,PARTICULAR,6
Otras Marcas,Volqueta,AZUAY,ALQUILER,6
FORD,Volqueta,TUNGURAHUA,ALQUILER,6
MACK,Camión,MANABÍ,PARTICULAR,6
CHEVROLET,Tanquero,IMBABURA,ESTADO,6
NISSAN,Volqueta,LOS RÍOS,MUNNICIPIO,6
MERCEDES BENZ,Trailer,CHIMBORAZO,PARTICULAR,6
NISSAN,Camión,MANABÍ,ALQUILER,6
CHEVROLET,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,6
CHEVROLET,Volqueta,TUNGURAHUA,PARTICULAR,6
INTERNATIONAL,Tanquero,PICHINCHA,ALQUILER,6
CHEVROLET,Camión,NAPO,MUNNICIPIO,6
MAN,Volqueta,LOS RÍOS,PARTICULAR,6
HYUNDAI,Tanquero,GUAYAS,ALQUILER,6
MACK,Camión,LOS RÍOS,PARTICULAR,6
FORD,Volqueta,CHIMBORAZO,ALQUILER,6
TOYOTA,Camión,CAÑAR,ALQUILER,6
NISSAN,Volqueta,LOS RÍOS,ESTADO,6
DONGFENG,Camión,IMBABURA,PARTICULAR,6
CHEVROLET,Camión,PASTAZA,ALQUILER,6
ISUZU,Volqueta,LOS RÍOS,PARTICULAR,6
DODGE,Trailer,GUAYAS,PARTICULAR,6
CHANGAN,Camión,GUAYAS,PARTICULAR,6
QMC,Camión,BOLÍVAR,PARTICULAR,6
FORD,Tanquero,MANABÍ,ALQUILER,6
HYUNDAI,Trailer,GUAYAS,PARTICULAR,6
Otras Marcas,Volqueta,ESMERALDAS,PARTICULAR,6
NISSAN,Volqueta,LOS RÍOS,ALQUILER,6
VOLVO,Volqueta,PASTAZA,PARTICULAR,6
HYUNDAI,Volqueta,PICHINCHA,PARTICULAR,6
TOYOTA,Camión,CARCHI,PARTICULAR,6
FREIGHTLINER,Tanquero,PICHINCHA,PARTICULAR,6
INTERNATIONAL,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,6
TOYOTA,Camión,GUAYAS,ALQUILER,6
VOLVO,Volqueta,PICHINCHA,ALQUILER,6
JAC,Camión,PICHINCHA,ALQUILER,6
INTERNATIONAL,Tanquero,GUAYAS,ESTADO,6
MAN,Camión,TUNGURAHUA,ALQUILER,6
KIA,Camión,TUNGURAHUA,ALQUILER,6
Otras Marcas,Camión,ESMERALDAS,PARTICULAR,6
INTERNATIONAL,Volqueta,BOLÍVAR,ESTADO,6
CHEVROLET,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,6
MERCEDES BENZ,Volqueta,NAPO,ESTADO,6
MERCEDES BENZ,Camión,SANTA ELENA,PARTICULAR,6
FAW,Camión,ESMERALDAS,PARTICULAR,6
TOYOTA,Camión,IMBABURA,PARTICULAR,6
MERCEDES BENZ,Camión,ZAMORA CHINCHIPE,PARTICULAR,6
MERCEDES BENZ,Volqueta,CARCHI,PARTICULAR,6
MAN,Trailer,ORELLANA,ALQUILER,6
HINO,Volqueta,LOJA,ALQUILER,6
INTERNATIONAL,Trailer,SUCUMBÍOS,ALQUILER,6
MERCEDES BENZ,Camión,PASTAZA,PARTICULAR,6
KENWORTH,Camión,GUAYAS,PARTICULAR,6
MACK,Camión,AZUAY,OTROS,6
Otras Marcas,Trailer,TUNGURAHUA,ALQUILER,6
HINO,Volqueta,ESMERALDAS,ALQUILER,6
KENWORTH,Trailer,EL ORO,ALQUILER,6
Otras Marcas,Volqueta,COTOPAXI,PARTICULAR,6
SCANIA,Tanquero,COTOPAXI,PARTICULAR,6
GMC,Camión,ESMERALDAS,PARTICULAR,6
ISUZU,Camión,GUAYAS,ALQUILER,6
KENWORTH,Volqueta,PICHINCHA,PARTICULAR,5
KIA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,5
VOLVO,Volqueta,TUNGURAHUA,PARTICULAR,5
Otras Marcas,Volqueta,MANABÍ,ALQUILER,5
INTERNATIONAL,Trailer,CHIMBORAZO,ALQUILER,5
KENWORTH,Tanquero,LOJA,ALQUILER,5
KENWORTH,Trailer,ESMERALDAS,ALQUILER,5
FORD,Camión,PICHINCHA,ESTADO,5
KENWORTH,Camión,PICHINCHA,PARTICULAR,5
FORD,Tanquero,ESMERALDAS,PARTICULAR,5
JAC,Camión,LOS RÍOS,PARTICULAR,5
TOYOTA,Camión,ZAMORA CHINCHIPE,ALQUILER,5
NISSAN,Volqueta,PASTAZA,ALQUILER,5
HINO,Tanquero,GALÁPAGOS,PARTICULAR,5
MAZDA,Camión,TUNGURAHUA,PARTICULAR,5
GMC,Volqueta,MANABÍ,PARTICULAR,5
NISSAN,Camión,ZAMORA CHINCHIPE,PARTICULAR,5
DAIHATSU,Camión,ZAMORA CHINCHIPE,PARTICULAR,5
HINO,Tanquero,SUCUMBÍOS,ALQUILER,5
HINO,Volqueta,LOS RÍOS,ALQUILER,5
HINO,Tanquero,AZUAY,ALQUILER,5
HINO,Volqueta,NAPO,ESTADO,5
HINO,Volqueta,ESMERALDAS,ESTADO,5
NISSAN,Volqueta,ORELLANA,MUNNICIPIO,5
Otras Marcas,Trailer,IMBABURA,ALQUILER,5
INTERNATIONAL,Camión,ORELLANA,PARTICULAR,5
VOLVO,Trailer,AZUAY,PARTICULAR,5
FOTON,Camión,ESMERALDAS,PARTICULAR,5
SCANIA,Volqueta,MANABÍ,ESTADO,5
TOYOTA,Trailer,GUAYAS,PARTICULAR,5
VOLKSWAGEN,Tanquero,GUAYAS,PARTICULAR,5
CHEVROLET,Volqueta,IMBABURA,MUNNICIPIO,5
KENWORTH,Trailer,ESMERALDAS,PARTICULAR,5
ISUZU,Camión,TUNGURAHUA,ALQUILER,5
MITSUBISHI,Camión,BOLÍVAR,ALQUILER,5
NISSAN,Camión,PASTAZA,PARTICULAR,5
Otras Marcas,Trailer,ORELLANA,PARTICULAR,5
HINO,Volqueta,BOLÍVAR,ALQUILER,5
INTERNATIONAL,Volqueta,CARCHI,MUNNICIPIO,5
TATA,Camión,GUAYAS,PARTICULAR,5
MAN,Trailer,GUAYAS,PARTICULAR,5
CHEVROLET,Trailer,ESMERALDAS,ALQUILER,5
Otras Marcas,Camión,AZUAY,ALQUILER,5
DODGE,Volqueta,ESMERALDAS,PARTICULAR,5
MAZDA,Camión,EL ORO,PARTICULAR,5
HINO,Tanquero,LOJA,ALQUILER,5
KIA,Camión,EL ORO,ALQUILER,5
HINO,Volqueta,EL ORO,MUNNICIPIO,5
TATA,Camión,AZUAY,PARTICULAR,5
FORD,Camión,AZUAY,ALQUILER,5
FOTON,Camión,IMBABURA,PARTICULAR,5
VOLKSWAGEN,Camión,COTOPAXI,PARTICULAR,5
HINO,Volqueta,TUNGURAHUA,ESTADO,5
HINO,Volqueta,CHIMBORAZO,ESTADO,5
VOLKSWAGEN,Camión,EL ORO,PARTICULAR,5
ISUZU,Tanquero,MANABÍ,ALQUILER,5
MACK,Trailer,CARCHI,PARTICULAR,5
MERCEDES BENZ,Volqueta,SANTA ELENA,PARTICULAR,5
KENWORTH,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,5
GMC,Camión,CARCHI,PARTICULAR,5
MERCEDES BENZ,Volqueta,ORELLANA,PARTICULAR,5
DAIHATSU,Tanquero,COTOPAXI,PARTICULAR,5
MERCEDES BENZ,Volqueta,CHIMBORAZO,ALQUILER,5
INTERNATIONAL,Volqueta,BOLÍVAR,PARTICULAR,5
VOLVO,Volqueta,GUAYAS,PARTICULAR,5
Otras Marcas,Volqueta,IMBABURA,PARTICULAR,5
CHEVROLET,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,MUNNICIPIO,5
Otras Marcas,Volqueta,LOJA,ESTADO,5
FIAT,Camión,PICHINCHA,PARTICULAR,5
ISUZU,Tanquero,CAÑAR,ESTADO,5
ISUZU,Camión,MORONA SANTIAGO,PARTICULAR,5
FREIGHTLINER,Trailer,ORELLANA,PARTICULAR,5
TATA,Camión,PICHINCHA,PARTICULAR,5
FORD,Camión,COTOPAXI,ALQUILER,5
INTERNATIONAL,Trailer,ORELLANA,PARTICULAR,5
HINO,Tanquero,CARCHI,ALQUILER,5
FREIGHTLINER,Trailer,CHIMBORAZO,PARTICULAR,5
MACK,Volqueta,AZUAY,ALQUILER,5
VOLVO,Trailer,GUAYAS,ALQUILER,5
FORD,Volqueta,BOLÍVAR,ALQUILER,5
Otras Marcas,Volqueta,LOJA,PARTICULAR,5
HINO,Tanquero,IMBABURA,ALQUILER,5
MAN,Volqueta,EL ORO,PARTICULAR,5
FIAT,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,5
MERCEDES BENZ,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,5
INTERNATIONAL,Volqueta,LOJA,PARTICULAR,5
INTERNATIONAL,Tanquero,LOJA,ESTADO,5
HYUNDAI,Camión,CAÑAR,ALQUILER,5
HINO,Volqueta,MORONA SANTIAGO,MUNNICIPIO,5
INTERNATIONAL,Volqueta,ZAMORA CHINCHIPE,ESTADO,5
CHEVROLET,Volqueta,CAÑAR,PARTICULAR,5
MACK,Trailer,ESMERALDAS,ALQUILER,5
HINO,Trailer,ESMERALDAS,ALQUILER,5
SCANIA,Volqueta,ESMERALDAS,PARTICULAR,5
GMC,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,5
HINO,Camión,PICHINCHA,ESTADO,5
MERCEDES BENZ,Volqueta,IMBABURA,PARTICULAR,5
FREIGHTLINER,Trailer,LOJA,PARTICULAR,5
MITSUBISHI,Tanquero,MANABÍ,PARTICULAR,5
DODGE,Tanquero,MANABÍ,PARTICULAR,5
HINO,Volqueta,BOLÍVAR,ESTADO,5
MAN,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,5
SCANIA,Camión,BOLÍVAR,PARTICULAR,5
MAN,Trailer,EL ORO,PARTICULAR,5
MAN,Camión,EL ORO,PARTICULAR,5
INTERNATIONAL,Trailer,CAÑAR,PARTICULAR,5
FREIGHTLINER,Trailer,CAÑAR,ALQUILER,5
NISSAN,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,5
INTERNATIONAL,Volqueta,CAÑAR,PARTICULAR,5
FAW,Camión,LOS RÍOS,PARTICULAR,5
CHEVROLET,Volqueta,EL ORO,PARTICULAR,5
VOLKSWAGEN,Volqueta,PICHINCHA,ALQUILER,5
GMC,Camión,IMBABURA,PARTICULAR,5
MITSUBISHI,Volqueta,EL ORO,ALQUILER,5
HYUNDAI,Camión,PASTAZA,PARTICULAR,5
Otras Marcas,Trailer,CHIMBORAZO,ALQUILER,5
KIA,Camión,LOJA,PARTICULAR,5
MITSUBISHI,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,5
NISSAN,Volqueta,ORELLANA,ESTADO,5
HYUNDAI,Camión,CARCHI,ALQUILER,5
VOLVO,Camión,EL ORO,PARTICULAR,5
HINO,Trailer,AZUAY,PARTICULAR,5
INTERNATIONAL,Camión,COTOPAXI,PARTICULAR,5
INTERNATIONAL,Volqueta,NAPO,ESTADO,5
ISUZU,Camión,ZAMORA CHINCHIPE,PARTICULAR,5
CHEVROLET,Tanquero,AZUAY,PARTICULAR,5
MITSUBISHI,Camión,CAÑAR,ALQUILER,5
FORD,Camión,PASTAZA,PARTICULAR,5
GMC,Tanquero,MANABÍ,PARTICULAR,5
INTERNATIONAL,Volqueta,CHIMBORAZO,ESTADO,5
FORD,Trailer,MANABÍ,ALQUILER,5
HINO,Tanquero,CHIMBORAZO,ALQUILER,5
ISUZU,Camión,ORELLANA,PARTICULAR,5
MAN,Volqueta,MANABÍ,PARTICULAR,5
TOYOTA,Camión,TUNGURAHUA,ALQUILER,5
MERCEDES BENZ,Tanquero,GUAYAS,ALQUILER,5
HINO,Volqueta,LOS RÍOS,ESTADO,5
HINO,Volqueta,SUCUMBÍOS,PARTICULAR,5
NISSAN,Tanquero,AZUAY,PARTICULAR,5
DODGE,Camión,ESMERALDAS,PARTICULAR,5
HINO,Tanquero,CAÑAR,PARTICULAR,5
Otras Marcas,Camión,LOJA,PARTICULAR,4
FAW,Camión,CARCHI,PARTICULAR,4
MAN,Camión,PICHINCHA,PARTICULAR,4
HYUNDAI,Camión,GUAYAS,MUNNICIPIO,4
ISUZU,Trailer,GUAYAS,PARTICULAR,4
CHEVROLET,Trailer,TUNGURAHUA,PARTICULAR,4
DONGFENG,Camión,GUAYAS,ALQUILER,4
HINO,Tanquero,EL ORO,ALQUILER,4
TOYOTA,Camión,PICHINCHA,ALQUILER,4
VOLVO,Trailer,CARCHI,ALQUILER,4
CHEVROLET,Camión,CARCHI,ESTADO,4
HINO,Tanquero,ESMERALDAS,PARTICULAR,4
NISSAN,Camión,SANTA ELENA,PARTICULAR,4
DAIHATSU,Camión,COTOPAXI,ALQUILER,4
MERCEDES BENZ,Volqueta,LOS RÍOS,ALQUILER,4
CHEVROLET,Tanquero,GUAYAS,ALQUILER,4
FORD,Camión,SUCUMBÍOS,PARTICULAR,4
MACK,Volqueta,IMBABURA,ALQUILER,4
NISSAN,Volqueta,PICHINCHA,MUNNICIPIO,4
SCANIA,Volqueta,IMBABURA,ALQUILER,4
MACK,Trailer,EL ORO,ALQUILER,4
MITSUBISHI,Camión,GUAYAS,MUNNICIPIO,4
NISSAN,Camión,BOLÍVAR,PARTICULAR,4
VOLVO,Trailer,MANABÍ,PARTICULAR,4
NISSAN,Volqueta,ORELLANA,PARTICULAR,4
MAN,Tanquero,MANABÍ,PARTICULAR,4
KENWORTH,Volqueta,MANABÍ,PARTICULAR,4
FORD,Camión,BOLÍVAR,ALQUILER,4
SCANIA,Trailer,COTOPAXI,ALQUILER,4
GMC,Volqueta,PICHINCHA,PARTICULAR,4
NISSAN,Tanquero,ORELLANA,ESTADO,4
ISUZU,Camión,CHIMBORAZO,ESTADO,4
NISSAN,Tanquero,LOS RÍOS,PARTICULAR,4
MERCEDES BENZ,Tanquero,CAÑAR,ALQUILER,4
MITSUBISHI,Volqueta,LOJA,SECTORES SECCIONALES,4
MERCEDES BENZ,Tanquero,CAÑAR,PARTICULAR,4
ISUZU,Tanquero,PICHINCHA,PARTICULAR,4
DODGE,Camión,COTOPAXI,PARTICULAR,4
Otras Marcas,Trailer,EL ORO,ALQUILER,4
NISSAN,Camión,ORELLANA,ALQUILER,4
MERCEDES BENZ,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,4
ISUZU,Volqueta,PICHINCHA,PARTICULAR,4
DODGE,Camión,IMBABURA,PARTICULAR,4
INTERNATIONAL,Volqueta,CHIMBORAZO,MUNNICIPIO,4
HYUNDAI,Tanquero,PICHINCHA,PARTICULAR,4
HINO,Volqueta,LOS RÍOS,MUNNICIPIO,4
MERCEDES BENZ,Trailer,EL ORO,PARTICULAR,4
VOLKSWAGEN,Volqueta,COTOPAXI,MUNNICIPIO,4
KENWORTH,Trailer,SUCUMBÍOS,PARTICULAR,4
CHEVROLET,Volqueta,BOLÍVAR,ESTADO,4
NISSAN,Camión,BOLÍVAR,ALQUILER,4
KENWORTH,Trailer,LOS RÍOS,ALQUILER,4
CHEVROLET,Tanquero,COTOPAXI,PARTICULAR,4
MITSUBISHI,Camión,CHIMBORAZO,ESTADO,4
VOLVO,Volqueta,ESMERALDAS,PARTICULAR,4
DONGFENG,Volqueta,EL ORO,PARTICULAR,4
PEGASO,Volqueta,LOS RÍOS,PARTICULAR,4
INTERNATIONAL,Tanquero,MANABÍ,ALQUILER,4
HINO,Camión,LOJA,MUNNICIPIO,4
HINO,Camión,ZAMORA CHINCHIPE,MUNNICIPIO,4
FREIGHTLINER,Trailer,ORELLANA,ALQUILER,4
FIAT,Camión,LOS RÍOS,PARTICULAR,4
TATA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,4
DODGE,Tanquero,GUAYAS,PARTICULAR,4
SCANIA,Camión,CARCHI,PARTICULAR,4
FAW,Camión,PICHINCHA,ALQUILER,4
HINO,Volqueta,MANABÍ,MUNNICIPIO,4
MACK,Camión,COTOPAXI,PARTICULAR,4
HINO,Tanquero,SANTA ELENA,PARTICULAR,4
VOLVO,Camión,CHIMBORAZO,PARTICULAR,4
VOLVO,Volqueta,LOS RÍOS,ALQUILER,4
NISSAN,Volqueta,LOJA,MUNNICIPIO,4
FORD,Camión,SUCUMBÍOS,ALQUILER,4
KENWORTH,Volqueta,LOS RÍOS,PARTICULAR,4
INTERNATIONAL,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,4
DONGFENG,Tanquero,GUAYAS,PARTICULAR,4
MACK,Trailer,CHIMBORAZO,PARTICULAR,4
DAIHATSU,Camión,IMBABURA,ALQUILER,4
TOYOTA,Camión,NAPO,PARTICULAR,4
CHEVROLET,Camión,COTOPAXI,MUNNICIPIO,4
FORD,Camión,CARCHI,ALQUILER,4
Otras Marcas,Volqueta,PICHINCHA,ALQUILER,4
MERCEDES BENZ,Volqueta,SUCUMBÍOS,MUNNICIPIO,4
FIAT,Camión,GUAYAS,PARTICULAR,4
ISUZU,Camión,NAPO,PARTICULAR,4
FORD,Trailer,COTOPAXI,ALQUILER,4
MAN,Volqueta,LOJA,PARTICULAR,4
TOYOTA,Camión,CHIMBORAZO,ALQUILER,4
MACK,Trailer,ORELLANA,ALQUILER,4
HINO,Camión,GUAYAS,ESTADO,4
INTERNATIONAL,Tanquero,MANABÍ,ESTADO,4
Otras Marcas,Tanquero,LOS RÍOS,PARTICULAR,4
CHEVROLET,Camión,CAÑAR,MUNNICIPIO,4
ISUZU,Camión,BOLÍVAR,PARTICULAR,4
INTERNATIONAL,Tanquero,LOS RÍOS,ESTADO,4
SCANIA,Tanquero,PICHINCHA,PARTICULAR,4
INTERNATIONAL,Camión,CHIMBORAZO,PARTICULAR,4
HYUNDAI,Volqueta,AZUAY,PARTICULAR,4
MITSUBISHI,Tanquero,GUAYAS,ALQUILER,4
CHEVROLET,Camión,IMBABURA,ESTADO,4
KENWORTH,Volqueta,COTOPAXI,PARTICULAR,4
GMC,Volqueta,COTOPAXI,PARTICULAR,4
CHEVROLET,Volqueta,TUNGURAHUA,MUNNICIPIO,4
INTERNATIONAL,Camión,ESMERALDAS,PARTICULAR,4
ISUZU,Camión,COTOPAXI,ALQUILER,4
GMC,Volqueta,LOS RÍOS,PARTICULAR,4
TOYOTA,Camión,MANABÍ,ALQUILER,4
TOYOTA,Camión,LOJA,ALQUILER,4
GMC,Camión,AZUAY,PARTICULAR,4
VOLVO,Volqueta,LOJA,PARTICULAR,4
HINO,Volqueta,MORONA SANTIAGO,PARTICULAR,4
KENWORTH,Tanquero,GUAYAS,ALQUILER,4
MERCEDES BENZ,Volqueta,ORELLANA,MUNNICIPIO,4
Otras Marcas,Trailer,CAÑAR,OTROS,4
ISUZU,Camión,SANTA ELENA,PARTICULAR,4
GMC,Volqueta,LOJA,PARTICULAR,4
VOLVO,Tanquero,LOS RÍOS,ESTADO,4
CHEVROLET,Camión,SANTA ELENA,ESTADO,4
FREIGHTLINER,Trailer,EL ORO,ALQUILER,4
Otras Marcas,Tanquero,GUAYAS,MUNNICIPIO,4
VOLKSWAGEN,Volqueta,GUAYAS,MUNNICIPIO,4
HINO,Volqueta,CARCHI,MUNNICIPIO,4
INTERNATIONAL,Camión,TUNGURAHUA,PARTICULAR,4
FREIGHTLINER,Trailer,CHIMBORAZO,ALQUILER,4
MAN,Trailer,MANABÍ,ALQUILER,4
Otras Marcas,Camión,PICHINCHA,ALQUILER,4
NISSAN,Camión,GUAYAS,ESTADO,4
HINO,Volqueta,SANTA ELENA,PARTICULAR,4
HINO,Volqueta,MORONA SANTIAGO,ESTADO,4
HINO,Trailer,TUNGURAHUA,PARTICULAR,4
TOYOTA,Volqueta,ESMERALDAS,PARTICULAR,4
SCANIA,Trailer,MANABÍ,PARTICULAR,4
CHEVROLET,Trailer,COTOPAXI,PARTICULAR,4
MERCEDES BENZ,Volqueta,IMBABURA,ALQUILER,4
NISSAN,Volqueta,PASTAZA,SECTORES SECCIONALES,4
NISSAN,Trailer,MANABÍ,PARTICULAR,4
HINO,Tanquero,ORELLANA,ALQUILER,4
FORD,Volqueta,LOJA,ALQUILER,4
MAN,Volqueta,ESMERALDAS,PARTICULAR,4
ISUZU,Camión,LOS RÍOS,ALQUILER,4
FORD,Camión,PICHINCHA,MUNNICIPIO,4
HINO,Camión,COTOPAXI,ESTADO,3
NISSAN,Volqueta,GUAYAS,PARTICULAR,3
FOTON,Camión,COTOPAXI,PARTICULAR,3
QMC,Camión,GUAYAS,ALQUILER,3
NISSAN,Volqueta,EL ORO,MUNNICIPIO,3
Otras Marcas,Tanquero,PICHINCHA,MUNNICIPIO,3
MERCEDES BENZ,Trailer,LOJA,PARTICULAR,3
MERCEDES BENZ,Volqueta,MANABÍ,ESTADO,3
NISSAN,Volqueta,CAÑAR,OTROS,3
GMC,Trailer,PICHINCHA,PARTICULAR,3
MITSUBISHI,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
Otras Marcas,Trailer,TUNGURAHUA,PARTICULAR,3
FAW,Camión,COTOPAXI,PARTICULAR,3
VOLKSWAGEN,Tanquero,PICHINCHA,PARTICULAR,3
FREIGHTLINER,Trailer,ESMERALDAS,PARTICULAR,3
RENAULT,Camión,GUAYAS,PARTICULAR,3
CHEVROLET,Camión,TUNGURAHUA,ESTADO,3
RENAULT,Trailer,EL ORO,PARTICULAR,3
CHEVROLET,Volqueta,CAÑAR,ALQUILER,3
GMC,Volqueta,EL ORO,PARTICULAR,3
MITSUBISHI,Volqueta,NAPO,ESTADO,3
DONGFENG,Camión,ORELLANA,PARTICULAR,3
MERCEDES BENZ,Tanquero,COTOPAXI,ALQUILER,3
MERCEDES BENZ,Volqueta,CHIMBORAZO,ESTADO,3
KIA,Tanquero,GUAYAS,PARTICULAR,3
KENWORTH,Volqueta,AZUAY,PARTICULAR,3
FIAT,Volqueta,PICHINCHA,PARTICULAR,3
DONGFENG,Volqueta,AZUAY,PARTICULAR,3
RENAULT,Tanquero,GUAYAS,PARTICULAR,3
NISSAN,Volqueta,PICHINCHA,ESTADO,3
QMC,Tanquero,GUAYAS,PARTICULAR,3
CHEVROLET,Volqueta,CARCHI,MUNNICIPIO,3
FORD,Trailer,CARCHI,ALQUILER,3
CHEVROLET,Tanquero,CARCHI,ALQUILER,3
CHEVROLET,Camión,GUAYAS,MUNNICIPIO,3
INTERNATIONAL,Trailer,LOS RÍOS,ALQUILER,3
Otras Marcas,Camión,IMBABURA,ALQUILER,3
ASIA,Camión,MANABÍ,PARTICULAR,3
HINO,Volqueta,ZAMORA CHINCHIPE,ESTADO,3
DONGFENG,Camión,LOS RÍOS,PARTICULAR,3
FIAT,Camión,TUNGURAHUA,PARTICULAR,3
MACK,Camión,ORELLANA,PARTICULAR,3
Otras Marcas,Camión,TUNGURAHUA,ALQUILER,3
MITSUBISHI,Volqueta,PASTAZA,PARTICULAR,3
JAC,Camión,MORONA SANTIAGO,PARTICULAR,3
Otras Marcas,Volqueta,GUAYAS,PARTICULAR,3
MACK,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,3
VOLKSWAGEN,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
TOYOTA,Camión,PASTAZA,ALQUILER,3
MERCEDES BENZ,Volqueta,PASTAZA,MUNNICIPIO,3
VOLKSWAGEN,Trailer,GUAYAS,PARTICULAR,3
DAIHATSU,Camión,LOJA,ALQUILER,3
FREIGHTLINER,Trailer,ESMERALDAS,ALQUILER,3
TATA,Camión,MANABÍ,PARTICULAR,3
RENAULT,Volqueta,PICHINCHA,PARTICULAR,3
MERCEDES BENZ,Tanquero,IMBABURA,PARTICULAR,3
MERCEDES BENZ,Trailer,ORELLANA,ALQUILER,3
INTERNATIONAL,Volqueta,GUAYAS,PARTICULAR,3
FREIGHTLINER,Trailer,SUCUMBÍOS,ALQUILER,3
HYUNDAI,Volqueta,ESMERALDAS,PARTICULAR,3
MERCEDES BENZ,Trailer,CHIMBORAZO,ALQUILER,3
NISSAN,Tanquero,PICHINCHA,ALQUILER,3
Otras Marcas,Tanquero,EL ORO,PARTICULAR,3
SCANIA,Trailer,COTOPAXI,PARTICULAR,3
MERCEDES BENZ,Camión,ZAMORA CHINCHIPE,ALQUILER,3
QMC,Camión,ORELLANA,PARTICULAR,3
FIAT,Camión,LOJA,PARTICULAR,3
MERCEDES BENZ,Trailer,SUCUMBÍOS,ALQUILER,3
DAIHATSU,Camión,LOS RÍOS,ALQUILER,3
MACK,Trailer,IMBABURA,PARTICULAR,3
VOLKSWAGEN,Camión,TUNGURAHUA,PARTICULAR,3
CHEVROLET,Camión,LOS RÍOS,ESTADO,3
DONGFENG,Camión,EL ORO,PARTICULAR,3
MITSUBISHI,Volqueta,TUNGURAHUA,ALQUILER,3
SCANIA,Camión,SANTA ELENA,PARTICULAR,3
DAIHATSU,Tanquero,PICHINCHA,PARTICULAR,3
HINO,Tanquero,LOJA,ESTADO,3
NISSAN,Volqueta,CHIMBORAZO,MUNNICIPIO,3
GMC,Trailer,MANABÍ,PARTICULAR,3
NISSAN,Tanquero,GUAYAS,MUNNICIPIO,3
INTERNATIONAL,Volqueta,TUNGURAHUA,ALQUILER,3
CHEVROLET,Trailer,COTOPAXI,ALQUILER,3
SCANIA,Trailer,CAÑAR,PARTICULAR,3
FORD,Camión,ZAMORA CHINCHIPE,PARTICULAR,3
DAIHATSU,Volqueta,TUNGURAHUA,PARTICULAR,3
INTERNATIONAL,Trailer,ESMERALDAS,PARTICULAR,3
HINO,Volqueta,GALÁPAGOS,PARTICULAR,3
MITSUBISHI,Volqueta,AZUAY,PARTICULAR,3
MITSUBISHI,Volqueta,ZAMORA CHINCHIPE,ESTADO,3
SCANIA,Volqueta,PICHINCHA,ALQUILER,3
MITSUBISHI,Camión,NAPO,ALQUILER,3
JAC,Camión,CAÑAR,ALQUILER,3
NISSAN,Volqueta,COTOPAXI,MUNNICIPIO,3
HINO,Volqueta,NAPO,ALQUILER,3
KENWORTH,Trailer,IMBABURA,PARTICULAR,3
SCANIA,Volqueta,CHIMBORAZO,PARTICULAR,3
NISSAN,Camión,AZUAY,ALQUILER,3
FORD,Trailer,EL ORO,ALQUILER,3
ISUZU,Volqueta,PICHINCHA,ALQUILER,3
MERCEDES BENZ,Tanquero,LOJA,PARTICULAR,3
TOYOTA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,3
