marca,clase,provincia,servicio,cantidad
MERCEDES BENZ,Volqueta,MANABÍ,ALQUILER,2
DODGE,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
MACK,Camión,GUAYAS,ALQUILER,2
ISUZU,Tanquero,TUNGURAHUA,ALQUILER,2
MERCEDES BENZ,Camión,ESMERALDAS,ALQUILER,2
INTERNATIONAL,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,2
HINO,Tanquero,SUCUMBÍOS,PARTICULAR,2
FIAT,Camión,CHIMBORAZO,PARTICULAR,2
TOYOTA,Camión,COTOPAXI,ESTADO,2
FORD,Volqueta,ORELLANA,PARTICULAR,2
KENWORTH,Trailer,SUCUMBÍOS,ALQUILER,2
DONGFENG,Camión,PICHINCHA,ALQUILER,2
JAC,Camión,NAPO,PARTICULAR,2
FORD,Trailer,ESMERALDAS,PARTICULAR,2
FORD,Volqueta,NAPO,PARTICULAR,2
VOLVO,Volqueta,AZUAY,ALQUILER,2
FORD,Trailer,GUAYAS,ESTADO,2
MERCEDES BENZ,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
FORD,Volqueta,CAÑAR,MUNNICIPIO,2
TATA,Camión,IMBABURA,PARTICULAR,2
CHEVROLET,Camión,NAPO,ESTADO,2
VOLVO,Camión,LOS RÍOS,ALQUILER,2
INTERNATIONAL,Volqueta,ZAMORA CHINCHIPE,MUNNICIPIO,2
MITSUBISHI,Volqueta,IMBABURA,PARTICULAR,2
MERCEDES BENZ,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
FAW,Volqueta,PICHINCHA,ALQUILER,2
HINO,Volqueta,LOJA,ESTADO,2
GMC,Volqueta,ESMERALDAS,PARTICULAR,2
INTERNATIONAL,Volqueta,PICHINCHA,OTROS,2
FORD,Trailer,TUNGURAHUA,PARTICULAR,2
FORD,Tanquero,EL ORO,ALQUILER,2
FORD,Volqueta,AZUAY,MUNNICIPIO,2
CHEVROLET,Trailer,IMBABURA,ALQUILER,2
DAIHATSU,Volqueta,AZUAY,PARTICULAR,2
INTERNATIONAL,Tanquero,LOJA,PARTICULAR,2
TOYOTA,Volqueta,EL ORO,PARTICULAR,2
NISSAN,Trailer,SUCUMBÍOS,PARTICULAR,2
JAC,Volqueta,ESMERALDAS,PARTICULAR,2
INTERNATIONAL,Tanquero,CARCHI,ESTADO,2
MITSUBISHI,Tanquero,TUNGURAHUA,PARTICULAR,2
FORD,Camión,NAPO,PARTICULAR,2
PEGASO,Camión,GUAYAS,PARTICULAR,2
NISSAN,Camión,LOS RÍOS,ESTADO,2
MAN,Camión,EL ORO,ALQUILER,2
GMC,Tanquero,PICHINCHA,PARTICULAR,2
NISSAN,Tanquero,MANABÍ,ALQUILER,2
MACK,Camión,PICHINCHA,ALQUILER,2
CHEVROLET,Volqueta,LOS RÍOS,ALQUILER,2
FREIGHTLINER,Volqueta,CAÑAR,PARTICULAR,1
GMC,Volqueta,PICHINCHA,ALQUILER,1
MACK,Volqueta,ORELLANA,ALQUILER,1
FOTON,Volqueta,PICHINCHA,ALQUILER,1
HINO,Camión,IMBABURA,ESTADO,1
FREIGHTLINER,Volqueta,CHIMBORAZO,ALQUILER,1
Otras Marcas,Trailer,LOS RÍOS,ESTADO,1
FREIGHTLINER,Trailer,LOJA,ALQUILER,1
KIA,Camión,ESMERALDAS,ALQUILER,1
KIA,Camión,ZAMORA CHINCHIPE,PARTICULAR,1
WILLYS,Camión,LOS RÍOS,PARTICULAR,1
Otras Marcas,Tanquero,SUCUMBÍOS,ALQUILER,1
FAW,Trailer,PICHINCHA,ALQUILER,1
HYUNDAI,Volqueta,BOLÍVAR,PARTICULAR,1
INTERNATIONAL,Tanquero,LOJA,ALQUILER,1
DAIHATSU,Camión,BOLÍVAR,ALQUILER,1
HINO,Camión,CARCHI,MUNNICIPIO,1
TOYOTA,Trailer,LOS RÍOS,PARTICULAR,1
DONGFENG,Camión,LOJA,PARTICULAR,1
RENAULT,Camión,LOS RÍOS,PARTICULAR,1
MITSUBISHI,Camión,MORONA SANTIAGO,ALQUILER,1
CHEVROLET,Tanquero,ESMERALDAS,PARTICULAR,1
QMC,Camión,EL ORO,MUNNICIPIO,1
MERCEDES BENZ,Camión,NAPO,ALQUILER,1
SCANIA,Camión,COTOPAXI,ESTADO,1
HINO,Camión,GUAYAS,MUNNICIPIO,1
Otras Marcas,Volqueta,AZUAY,OTROS,1
CHANGAN,Camión,COTOPAXI,PARTICULAR,1
MERCEDES BENZ,Tanquero,CHIMBORAZO,ESTADO,1
Otras Marcas,Trailer,ESMERALDAS,ALQUILER,1
Otras Marcas,Tanquero,EL ORO,ALQUILER,1
CHEVROLET,Camión,SUCUMBÍOS,MUNNICIPIO,1
HYUNDAI,Volqueta,SUCUMBÍOS,PARTICULAR,1
SCANIA,Volqueta,BOLÍVAR,ALQUILER,1
Otras Marcas,Camión,LOS RÍOS,ALQUILER,1
INTERNATIONAL,Tanquero,GUAYAS,OTROS,1
Otras Marcas,Camión,CAÑAR,ALQUILER,1
SCANIA,Camión,TUNGURAHUA,ESTADO,1
VOLKSWAGEN,Tanquero,CHIMBORAZO,ALQUILER,1
NISSAN,Volqueta,AZUAY,ESTADO,1
SCANIA,Camión,TUNGURAHUA,ALQUILER,1
GMC,Camión,MANABÍ,ALQUILER,1
INTERNATIONAL,Trailer,PASTAZA,PARTICULAR,1
JMC,Camión,PICHINCHA,ALQUILER,1
HINO,Tanquero,CHIMBORAZO,MUNNICIPIO,1
VOLVO,Camión,ZAMORA CHINCHIPE,PARTICULAR,1
MERCEDES BENZ,Trailer,ORELLANA,MUNNICIPIO,1
DONGFENG,Camión,AZUAY,ALQUILER,1
MACK,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
SCANIA,Camión,MORONA SANTIAGO,PARTICULAR,1
SCANIA,Volqueta,CARCHI,PARTICULAR,1
DODGE,Volqueta,IMBABURA,PARTICULAR,1
HINO,Camión,NAPO,ESTADO,1
CHEVROLET,Tanquero,AZUAY,MUNNICIPIO,1
MAN,Tanquero,COTOPAXI,PARTICULAR,1
TOYOTA,Volqueta,TUNGURAHUA,PARTICULAR,1
TOYOTA,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
JAC,Trailer,GUAYAS,ALQUILER,1
HYUNDAI,Camión,PICHINCHA,OTROS,1
NISSAN,Trailer,PICHINCHA,MUNNICIPIO,1
MACK,Volqueta,BOLÍVAR,OTROS,1
GMC,Volqueta,MANABÍ,ALQUILER,1
VOLKSWAGEN,Trailer,ESMERALDAS,MUNNICIPIO,1
MITSUBISHI,Volqueta,TUNGURAHUA,PARTICULAR,1
TOYOTA,Volqueta,EL ORO,ALQUILER,1
CHANGHE,Camión,CHIMBORAZO,PARTICULAR,1
ASIA,Camión,GUAYAS,PARTICULAR,1
INTERNATIONAL,Tanquero,IMBABURA,ESTADO,1
HYUNDAI,Tanquero,AZUAY,PARTICULAR,1
INTERNATIONAL,Volqueta,GUAYAS,ESTADO,1
CHEVROLET,Volqueta,AZUAY,MUNNICIPIO,1
SCANIA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
FORD,Tanquero,IMBABURA,ESTADO,1
Otras Marcas,Camión,NAPO,PARTICULAR,1
MITSUBISHI,Volqueta,PASTAZA,ALQUILER,1
Otras Marcas,Trailer,BOLÍVAR,PARTICULAR,1
FREIGHTLINER,Camión,LOJA,PARTICULAR,1
ISUZU,Camión,ZAMORA CHINCHIPE,ALQUILER,1
KIA,Camión,GUAYAS,MUNNICIPIO,1
JAC,Tanquero,MORONA SANTIAGO,ESTADO,1
ASIA,Camión,SANTA ELENA,PARTICULAR,1
MITSUBISHI,Tanquero,GALÁPAGOS,SECTORES SECCIONALES,1
TOYOTA,Volqueta,PICHINCHA,PARTICULAR,1
VOLKSWAGEN,Volqueta,AZUAY,PARTICULAR,1
HINO,Trailer,CARCHI,PARTICULAR,1
DONGFENG,Volqueta,IMBABURA,PARTICULAR,1
ISUZU,Camión,CAÑAR,ALQUILER,1
FOTON,Camión,SUCUMBÍOS,PARTICULAR,1
KENWORTH,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
CHANGAN,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
Otras Marcas,Volqueta,NAPO,PARTICULAR,1
CHEVROLET,Volqueta,ESMERALDAS,ALQUILER,1
MITSUBISHI,Volqueta,NAPO,ALQUILER,1
MITSUBISHI,Trailer,GUAYAS,ESTADO,1
INTERNATIONAL,Trailer,LOJA,MUNNICIPIO,1
KENWORTH,Tanquero,LOS RÍOS,PARTICULAR,1
TOYOTA,Camión,LOJA,SECTORES SECCIONALES,1
HINO,Tanquero,BOLÍVAR,ALQUILER,1
MITSUBISHI,Volqueta,PASTAZA,MUNNICIPIO,1
CHEVROLET,Tanquero,BOLÍVAR,ALQUILER,1
CHEVROLET,Trailer,LOJA,PARTICULAR,1
TOYOTA,Camión,AZUAY,ESTADO,1
FIAT,Volqueta,LOS RÍOS,PARTICULAR,1
VOLKSWAGEN,Tanquero,GUAYAS,MUNNICIPIO,1
JAC,Volqueta,EL ORO,PARTICULAR,1
FIAT,Volqueta,PASTAZA,PARTICULAR,1
FREIGHTLINER,Tanquero,MANABÍ,ALQUILER,1
ISUZU,Tanquero,AZUAY,PARTICULAR,1
TOYOTA,Volqueta,TUNGURAHUA,ALQUILER,1
ISUZU,Volqueta,TUNGURAHUA,PARTICULAR,1
MAN,Camión,CARCHI,PARTICULAR,1
MACK,Tanquero,MANABÍ,ALQUILER,1
MITSUBISHI,Camión,AZUAY,MUNNICIPIO,1
HINO,Tanquero,EL ORO,ESTADO,1
KENWORTH,Camión,TUNGURAHUA,ALQUILER,1
MITSUBISHI,Volqueta,LOJA,PARTICULAR,1
VOLVO,Camión,PASTAZA,PARTICULAR,1
NISSAN,Camión,PASTAZA,ESTADO,1
MERCEDES BENZ,Tanquero,LOJA,MUNNICIPIO,1
NISSAN,Volqueta,NAPO,ALQUILER,1
DONGFENG,Camión,MANABÍ,PARTICULAR,1
TOYOTA,Camión,EL ORO,ESTADO,1
INTERNATIONAL,Trailer,CAÑAR,MUNNICIPIO,1
MACK,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
NISSAN,Tanquero,PASTAZA,ALQUILER,1
MAN,Trailer,GUAYAS,ALQUILER,1
INTERNATIONAL,Tanquero,CHIMBORAZO,PARTICULAR,1
ISUZU,Trailer,MANABÍ,PARTICULAR,1
DAIHATSU,Camión,MANABÍ,ESTADO,1
SCANIA,Tanquero,CARCHI,PARTICULAR,1
VOLVO,Volqueta,SANTA ELENA,PARTICULAR,1
ASIA,Volqueta,LOS RÍOS,PARTICULAR,1
VOLVO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
SAEHAN,Camión,PICHINCHA,PARTICULAR,1
MERCEDES BENZ,Camión,ORELLANA,MUNNICIPIO,1
FREIGHTLINER,Volqueta,LOS RÍOS,PARTICULAR,1
MACK,Trailer,CHIMBORAZO,ESTADO,1
INTERNATIONAL,Camión,GALÁPAGOS,PARTICULAR,1
HINO,Trailer,TUNGURAHUA,ALQUILER,1
HYUNDAI,Camión,LOJA,MUNNICIPIO,1
FORD,Tanquero,CAÑAR,PARTICULAR,1
VOLVO,Trailer,IMBABURA,ALQUILER,1
SCANIA,Camión,NAPO,MUNNICIPIO,1
INTERNATIONAL,Camión,PICHINCHA,MUNNICIPIO,1
TOYOTA,Camión,GALÁPAGOS,PARTICULAR,1
FREIGHTLINER,Volqueta,CARCHI,ALQUILER,1
MACK,Tanquero,AZUAY,PARTICULAR,1
VOLKSWAGEN,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
GMC,Tanquero,EL ORO,PARTICULAR,1
KENWORTH,Camión,ESMERALDAS,OTROS,1
KENWORTH,Camión,IMBABURA,PARTICULAR,1
INTERNATIONAL,Camión,TUNGURAHUA,ALQUILER,1
VOLVO,Volqueta,ORELLANA,PARTICULAR,1
SCANIA,Volqueta,TUNGURAHUA,ALQUILER,1
FREIGHTLINER,Tanquero,AZUAY,PARTICULAR,1
MAN,Camión,MANABÍ,ALQUILER,1
FOTON,Camión,GALÁPAGOS,PARTICULAR,1
MERCEDES BENZ,Volqueta,LOJA,MUNNICIPIO,1
NISSAN,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
Otras Marcas,Camión,MORONA SANTIAGO,PARTICULAR,1
FORD,Tanquero,IMBABURA,PARTICULAR,1
DODGE,Camión,SANTA ELENA,PARTICULAR,1
FORD,Trailer,PASTAZA,PARTICULAR,1
MACK,Tanquero,LOS RÍOS,PARTICULAR,1
INTERNATIONAL,Camión,SANTA ELENA,PARTICULAR,1
MERCEDES BENZ,Camión,CHIMBORAZO,ESTADO,1
HINO,Volqueta,GALÁPAGOS,ESTADO,1
NISSAN,Camión,LOJA,ESTADO,1
INTERNATIONAL,Tanquero,PICHINCHA,MUNNICIPIO,1
ASIA,Trailer,MANABÍ,PARTICULAR,1
MACK,Trailer,PICHINCHA,OTROS,1
MERCEDES BENZ,Trailer,NAPO,ESTADO,1
KENWORTH,Tanquero,EL ORO,PARTICULAR,1
NISSAN,Tanquero,COTOPAXI,ALQUILER,1
CHEVROLET,Tanquero,CARCHI,ESTADO,1
INTERNATIONAL,Volqueta,SUCUMBÍOS,MUNNICIPIO,1
HYUNDAI,Tanquero,EL ORO,PARTICULAR,1
NISSAN,Camión,ZAMORA CHINCHIPE,ESTADO,1
FREIGHTLINER,Camión,LOJA,ALQUILER,1
INTERNATIONAL,Volqueta,MANABÍ,MUNNICIPIO,1
INTERNATIONAL,Camión,PICHINCHA,ESTADO,1
INTERNATIONAL,Volqueta,IMBABURA,OTROS,1
HINO,Camión,CARCHI,ESTADO,1
TOYOTA,Tanquero,TUNGURAHUA,PARTICULAR,1
CHEVROLET,Trailer,IMBABURA,PARTICULAR,1
NISSAN,Camión,TUNGURAHUA,ESTADO,1
TOYOTA,Volqueta,CHIMBORAZO,PARTICULAR,1
SCANIA,Volqueta,SANTA ELENA,PARTICULAR,1
INTERNATIONAL,Volqueta,ORELLANA,ALQUILER,1
CHEVROLET,Tanquero,NAPO,ALQUILER,1
MITSUBISHI,Tanquero,LOS RÍOS,ALQUILER,1
MITSUBISHI,Tanquero,TUNGURAHUA,ESTADO,1
NISSAN,Volqueta,MORONA SANTIAGO,ALQUILER,1
NISSAN,Tanquero,ESMERALDAS,ALQUILER,1
VOLKSWAGEN,Trailer,GUAYAS,ALQUILER,1
KENWORTH,Tanquero,PICHINCHA,ALQUILER,1
ASIA,Camión,AZUAY,PARTICULAR,1
FIAT,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
DONGFENG,Volqueta,AZUAY,ALQUILER,1
HINO,Trailer,MORONA SANTIAGO,PARTICULAR,1
FIAT,Camión,TUNGURAHUA,ESTADO,1
SAEHAN,Volqueta,LOS RÍOS,PARTICULAR,1
KENWORTH,Camión,PICHINCHA,ALQUILER,1
FOTON,Volqueta,EL ORO,PARTICULAR,1
VOLVO,Trailer,MORONA SANTIAGO,PARTICULAR,1
MAN,Camión,ESMERALDAS,PARTICULAR,1
SCANIA,Trailer,LOS RÍOS,ALQUILER,1
MAN,Trailer,MANABÍ,PARTICULAR,1
CHEVROLET,Trailer,MANABÍ,ALQUILER,1
MAZDA,Camión,CARCHI,PARTICULAR,1
CHANGHE,Camión,PICHINCHA,PARTICULAR,1
JAC,Volqueta,CARCHI,PARTICULAR,1
QMC,Camión,LOS RÍOS,ALQUILER,1
PEGASO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
INTERNATIONAL,Volqueta,COTOPAXI,OTROS,1
CHEVROLET,Camión,AZUAY,ESTADO,1
VOLVO,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
HYUNDAI,Camión,SUCUMBÍOS,ALQUILER,1
PEGASO,Camión,ESMERALDAS,PARTICULAR,1
FREIGHTLINER,Tanquero,GUAYAS,ALQUILER,1
KENWORTH,Trailer,ORELLANA,PARTICULAR,1
INTERNATIONAL,Camión,AZUAY,MUNNICIPIO,1
MERCEDES BENZ,Volqueta,BOLÍVAR,ALQUILER,1
FORD,Tanquero,CAÑAR,MUNNICIPIO,1
INTERNATIONAL,Camión,PASTAZA,PARTICULAR,1
HYUNDAI,Volqueta,LOJA,ALQUILER,1
JAC,Camión,NAPO,ALQUILER,1
DAIHATSU,Camión,COTOPAXI,ESTADO,1
RENAULT,Trailer,CAÑAR,PARTICULAR,1
FOTON,Camión,CHIMBORAZO,PARTICULAR,1
MACK,Trailer,LOJA,PARTICULAR,1
INTERNATIONAL,Volqueta,MORONA SANTIAGO,ALQUILER,1
GMC,Volqueta,CARCHI,PARTICULAR,1
SCANIA,Camión,CARCHI,ESTADO,1
MITSUBISHI,Camión,PASTAZA,ALQUILER,1
FORD,Trailer,CHIMBORAZO,ALQUILER,1
JMC,Camión,EL ORO,PARTICULAR,1
KENWORTH,Camión,MANABÍ,ALQUILER,1
QMC,Tanquero,ORELLANA,ALQUILER,1
NISSAN,Tanquero,SUCUMBÍOS,ALQUILER,1
NISSAN,Volqueta,TUNGURAHUA,ESTADO,1
NISSAN,Volqueta,COTOPAXI,ESTADO,1
INTERNATIONAL,Camión,CHIMBORAZO,ALQUILER,1
MAN,Camión,COTOPAXI,ALQUILER,1
INTERNATIONAL,Camión,CHIMBORAZO,ESTADO,1
GMC,Trailer,LOS RÍOS,PARTICULAR,1
GMC,Trailer,EL ORO,PARTICULAR,1
MERCEDES BENZ,Camión,PICHINCHA,ESTADO,1
SCANIA,Volqueta,ORELLANA,PARTICULAR,1
VOLVO,Trailer,CAÑAR,ESTADO,1
CHANGHE,Camión,GUAYAS,PARTICULAR,1
KENWORTH,Camión,CARCHI,ALQUILER,1
PEGASO,Volqueta,PICHINCHA,ALQUILER,1
MACK,Volqueta,AZUAY,OTROS,1
INTERNATIONAL,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,MUNNICIPIO,1
FIAT,Trailer,AZUAY,PARTICULAR,1
KENWORTH,Tanquero,COTOPAXI,ALQUILER,1
GMC,Volqueta,TUNGURAHUA,PARTICULAR,1
HINO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
MITSUBISHI,Trailer,MANABÍ,PARTICULAR,1
CHEVROLET,Tanquero,GALÁPAGOS,PARTICULAR,1
ISUZU,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
MITSUBISHI,Volqueta,CARCHI,ALQUILER,1
MERCEDES BENZ,Trailer,NAPO,PARTICULAR,1
FREIGHTLINER,Tanquero,COTOPAXI,ALQUILER,1
MAN,Trailer,ZAMORA CHINCHIPE,MUNNICIPIO,1
MERCEDES BENZ,Trailer,SANTA ELENA,PARTICULAR,1
Otras Marcas,Volqueta,CARCHI,ALQUILER,1
MACK,Volqueta,PASTAZA,ALQUILER,1
INTERNATIONAL,Camión,IMBABURA,ESTADO,1
DAIHATSU,Tanquero,LOS RÍOS,PARTICULAR,1
CHEVROLET,Camión,SANTA ELENA,ALQUILER,1
MERCEDES BENZ,Trailer,PASTAZA,MUNNICIPIO,1
CHEVROLET,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
MAN,Volqueta,TUNGURAHUA,PARTICULAR,1
HYUNDAI,Tanquero,PICHINCHA,ALQUILER,1
CHEVROLET,Camión,ZAMORA CHINCHIPE,ESTADO,1
KENWORTH,Camión,PASTAZA,ALQUILER,1
MAZDA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
INTERNATIONAL,Volqueta,GUAYAS,OTROS,1
CHEVROLET,Trailer,CAÑAR,ALQUILER,1
VOLKSWAGEN,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
DAIHATSU,Camión,ZAMORA CHINCHIPE,MUNNICIPIO,1
NISSAN,Volqueta,CARCHI,MUNNICIPIO,1
INTERNATIONAL,Trailer,ESMERALDAS,ESTADO,1
INTERNATIONAL,Trailer,TUNGURAHUA,MUNNICIPIO,1
VOLKSWAGEN,Trailer,TUNGURAHUA,ALQUILER,1
FAW,Volqueta,IMBABURA,PARTICULAR,1
QMC,Camión,MANABÍ,MUNNICIPIO,1
FREIGHTLINER,Camión,PICHINCHA,PARTICULAR,1
CHEVROLET,Tanquero,EL ORO,ALQUILER,1
NISSAN,Trailer,AZUAY,PARTICULAR,1
CHEVROLET,Trailer,TUNGURAHUA,ALQUILER,1
SCANIA,Trailer,TUNGURAHUA,ALQUILER,1
VOLVO,Trailer,CAÑAR,PARTICULAR,1
MAN,Volqueta,COTOPAXI,PARTICULAR,1
TATA,Camión,LOS RÍOS,PARTICULAR,1
INTERNATIONAL,Trailer,NAPO,ESTADO,1
Otras Marcas,Camión,CHIMBORAZO,MUNNICIPIO,1
MITSUBISHI,Volqueta,TUNGURAHUA,MUNNICIPIO,1
FORD,Trailer,ORELLANA,ALQUILER,1
NISSAN,Camión,PASTAZA,SECTORES SECCIONALES,1
INTERNATIONAL,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS,1
FREIGHTLINER,Camión,PICHINCHA,ALQUILER,1
KENWORTH,Tanquero,AZUAY,PARTICULAR,1
NISSAN,Tanquero,CHIMBORAZO,ESTADO,1
NISSAN,Tanquero,EL ORO,PARTICULAR,1
VOLVO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
MERCEDES BENZ,Camión,SUCUMBÍOS,PARTICULAR,1
PEGASO,Trailer,MANABÍ,ALQUILER,1
MERCEDES BENZ,Volqueta,SUCUMBÍOS,ALQUILER,1
DODGE,Camión,EL ORO,ALQUILER,1
CHEVROLET,Trailer,ORELLANA,PARTICULAR,1
ISUZU,Volqueta,IMBABURA,PARTICULAR,1
KENWORTH,Tanquero,ESMERALDAS,PARTICULAR,1
MACK,Camión,CAÑAR,ALQUILER,1
KENWORTH,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS,1
MERCEDES BENZ,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
Otras Marcas,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
AUSTIN,Volqueta,ESMERALDAS,PARTICULAR,1
DODGE,Tanquero,PICHINCHA,PARTICULAR,1
MERCEDES BENZ,Tanquero,LOJA,ALQUILER,1
CHEVROLET,Volqueta,ORELLANA,MUNNICIPIO,1
JAC,Camión,ORELLANA,ALQUILER,1
INTERNATIONAL,Tanquero,NAPO,ESTADO,1
FORD,Trailer,CARCHI,PARTICULAR,1
ISUZU,Volqueta,SANTA ELENA,PARTICULAR,1
VOLVO,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
SCANIA,Volqueta,AZUAY,PARTICULAR,1
MACK,Tanquero,LOS RÍOS,ALQUILER,1
MAN,Volqueta,PICHINCHA,ALQUILER,1
NISSAN,Trailer,COTOPAXI,PARTICULAR,1
DONGFENG,Camión,CARCHI,PARTICULAR,1
ASIA,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
ISUZU,Trailer,LOS RÍOS,PARTICULAR,1
CHANGHE,Camión,TUNGURAHUA,PARTICULAR,1
MERCEDES BENZ,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
FORD,Tanquero,CHIMBORAZO,ESTADO,1
MITSUBISHI,Tanquero,IMBABURA,PARTICULAR,1
SCANIA,Volqueta,COTOPAXI,MUNNICIPIO,1
TOYOTA,Tanquero,GUAYAS,ALQUILER,1
FORD,Volqueta,GUAYAS,PARTICULAR,1
HINO,Trailer,CAÑAR,PARTICULAR,1
SCANIA,Volqueta,IMBABURA,PARTICULAR,1
INTERNATIONAL,Tanquero,TUNGURAHUA,PARTICULAR,1
GMC,Volqueta,IMBABURA,ALQUILER,1
FIAT,Volqueta,AZUAY,ALQUILER,1
FIAT,Volqueta,MANABÍ,PARTICULAR,1
MERCEDES BENZ,Camión,AZUAY,MUNNICIPIO,1
CHEVROLET,Tanquero,GUAYAS,MUNNICIPIO,1
VOLVO,Trailer,LOS RÍOS,ESTADO,1
CHEVROLET,Camión,COTOPAXI,ESTADO,1
NISSAN,Camión,IMBABURA,ESTADO,1
NISSAN,Volqueta,SUCUMBÍOS,MUNNICIPIO,1
CHEVROLET,Camión,GALÁPAGOS,ESTADO,1
NISSAN,Trailer,LOJA,PARTICULAR,1
TATA,Camión,COTOPAXI,PARTICULAR,1
MACK,Volqueta,BOLÍVAR,ESTADO,1
MAN,Camión,ZAMORA CHINCHIPE,PARTICULAR,1
KIA,Camión,LOS RÍOS,ALQUILER,1
FORD,Tanquero,PICHINCHA,ESTADO,1
MACK,Tanquero,CAÑAR,ESTADO,1
SCANIA,Trailer,IMBABURA,ESTADO,1
CHEVROLET,Tanquero,ESMERALDAS,ALQUILER,1
FORD,Tanquero,ESMERALDAS,ALQUILER,1
SCANIA,Tanquero,COTOPAXI,ALQUILER,1
VOLKSWAGEN,Tanquero,AZUAY,MUNNICIPIO,1
FREIGHTLINER,Trailer,LOS RÍOS,ALQUILER,1
FORD,Camión,NAPO,ALQUILER,1
MAN,Trailer,LOS RÍOS,PARTICULAR,1
Otras Marcas,Tanquero,COTOPAXI,PARTICULAR,1
MERCEDES BENZ,Tanquero,CHIMBORAZO,PARTICULAR,1
KIA,Tanquero,MANABÍ,PARTICULAR,1
MERCEDES BENZ,Tanquero,ZAMORA CHINCHIPE,PARTICULAR,1
HINO,Trailer,CHIMBORAZO,PARTICULAR,1
DODGE,Volqueta,BOLÍVAR,PARTICULAR,1
MAZDA,Tanquero,PICHINCHA,PARTICULAR,1
QMC,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
MAN,Tanquero,ESMERALDAS,PARTICULAR,1
INTERNATIONAL,Volqueta,BOLÍVAR,MUNNICIPIO,1
HINO,Tanquero,AZUAY,MUNNICIPIO,1
TOYOTA,Tanquero,GUAYAS,PARTICULAR,1
NISSAN,Camión,ZAMORA CHINCHIPE,ALQUILER,1
DAIHATSU,Volqueta,EL ORO,PARTICULAR,1
MERCEDES BENZ,Trailer,MORONA SANTIAGO,PARTICULAR,1
MITSUBISHI,Camión,SANTA ELENA,ALQUILER,1
VOLKSWAGEN,Camión,SUCUMBÍOS,PARTICULAR,1
NISSAN,Volqueta,CARCHI,PARTICULAR,1
MERCEDES BENZ,Trailer,SANTA ELENA,ESTADO,1
DATSUN,Camión,LOS RÍOS,PARTICULAR,1
MAN,Camión,SUCUMBÍOS,PARTICULAR,1
CHANGAN,Camión,IMBABURA,PARTICULAR,1
HINO,Volqueta,ZAMORA CHINCHIPE,ALQUILER,1
ISUZU,Camión,MANABÍ,ESTADO,1
CHEVROLET,Tanquero,CHIMBORAZO,PARTICULAR,1
MAN,Volqueta,TUNGURAHUA,ALQUILER,1
QMC,Camión,CHIMBORAZO,ALQUILER,1
QMC,Camión,BOLÍVAR,ESTADO,1
MAZDA,Camión,COTOPAXI,PARTICULAR,1
MITSUBISHI,Tanquero,ORELLANA,PARTICULAR,1
VOLKSWAGEN,Camión,PICHINCHA,MUNNICIPIO,1
DONGFENG,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
RENAULT,Trailer,ORELLANA,ALQUILER,1
DODGE,Volqueta,EL ORO,PARTICULAR,1
KIA,Volqueta,AZUAY,PARTICULAR,1
VOLKSWAGEN,Camión,PICHINCHA,ALQUILER,1
MERCEDES BENZ,Tanquero,SUCUMBÍOS,ALQUILER,1
